Created as New Dataset,Sample 002 By Administrator Date Monday, October 13 2025
cm-1,%T
2561.00,101.50
2560.00,101.50
2559.00,101.49
2558.00,101.49
2557.00,101.49
2556.00,101.50
2555.00,101.50
2554.00,101.51
2553.00,101.51
2552.00,101.50
2551.00,101.49
2550.00,101.49
2549.00,101.50
2548.00,101.50
2547.00,101.50
2546.00,101.50
2545.00,101.50
2544.00,101.50
2543.00,101.50
2542.00,101.51
2541.00,101.52
2540.00,101.52
2539.00,101.51
2538.00,101.50
2537.00,101.50
2536.00,101.50
2535.00,101.50
2534.00,101.50
2533.00,101.51
2532.00,101.51
2531.00,101.50
2530.00,101.50
2529.00,101.50
2528.00,101.50
2527.00,101.50
2526.00,101.49
2525.00,101.50
2524.00,101.50
2523.00,101.50
2522.00,101.50
2521.00,101.51
2520.00,101.50
2519.00,101.50
2518.00,101.50
2517.00,101.50
2516.00,101.50
2515.00,101.49
2514.00,101.49
2513.00,101.49
2512.00,101.49
2511.00,101.48
2510.00,101.48
2509.00,101.49
2508.00,101.49
2507.00,101.49
2506.00,101.49
2505.00,101.50
2504.00,101.49
2503.00,101.49
2502.00,101.48
2501.00,101.48
2500.00,101.49
2499.00,101.50
2498.00,101.50
2497.00,101.50
2496.00,101.50
2495.00,101.49
2494.00,101.49
2493.00,101.49
2492.00,101.49
2491.00,101.48
2490.00,101.48
2489.00,101.49
2488.00,101.49
2487.00,101.48
2486.00,101.48
2485.00,101.48
2484.00,101.48
2483.00,101.47
2482.00,101.47
2481.00,101.47
2480.00,101.47
2479.00,101.47
2478.00,101.47
2477.00,101.47
2476.00,101.46
2475.00,101.46
2474.00,101.46
2473.00,101.46
